", 6, 0.009509
بأمر, 1, 0.001585
في, 29, 0.045959
وإنما, 1, 0.001585
بعده, 2, 0.003170
قد, 7, 0.011094
فانتهى, 1, 0.001585
الرخج, 1, 0.001585
ابنتي, 1, 0.001585
مسنده, 1, 0.001585
واحد, 1, 0.001585
فقطع, 1, 0.001585
يكن, 2, 0.003170
معك, 1, 0.001585
خليفة, 2, 0.003170
إمرة, 1, 0.001585
تبيت, 1, 0.001585
عتبة:, 2, 0.003170
حين, 1, 0.001585
وحسنه, 1, 0.001585
وشهد, 1, 0.001585
أبناءهم, 1, 0.001585
أخاف, 1, 0.001585
لها:, 2, 0.003170
أثقل, 1, 0.001585
لمعاوية, 2, 0.003170
المسلمين, 4, 0.006339
وحميد, 1, 0.001585
ولكنهم, 1, 0.001585
دخل, 1, 0.001585
فاستقر, 1, 0.001585
أخبر, 1, 0.001585
وقيصر, 1, 0.001585
فيها, 4, 0.006339
بنية, 2, 0.003170
رأيت, 3, 0.004754
حتى, 4, 0.006339
وسلم, 5, 0.007924
بكر, 8, 0.012678
علم, 1, 0.001585
وسلم:, 1, 0.001585
لا, 10, 0.015848
كن, 1, 0.001585
الخلافة, 3, 0.004754
على, 10, 0.015848
علي, 3, 0.004754
بقي, 1, 0.001585
وفي, 3, 0.004754
وقد, 4, 0.006339
الحال, 1, 0.001585
لبعض, 1, 0.001585
ونطيع؟, 1, 0.001585
الكبير, 1, 0.001585
رسول, 2, 0.003170
كسرى, 2, 0.003170
علموا, 1, 0.001585
أسرع, 1, 0.001585
يقتله, 1, 0.001585
يبايعوا, 2, 0.003170
الكاهن, 1, 0.001585
فأقام, 1, 0.001585
هرقل, 1, 0.001585
مهيباً, 1, 0.001585
لك, 3, 0.004754
يجعلاها, 1, 0.001585
لم, 1, 0.001585
ما, 9, 0.014263
لن, 2, 0.003170
عنا, 1, 0.001585
له, 8, 0.012678
أن, 10, 0.015848
لو, 1, 0.001585
كواهلها, 1, 0.001585
أو, 4, 0.006339
لي, 1, 0.001585
يغشاه, 1, 0.001585
الأولى, 1, 0.001585
كعب, 3, 0.004754
بايع, 1, 0.001585
يحلفون, 1, 0.001585
ولما, 1, 0.001585
فأنبئيني, 1, 0.001585
الخيار, 1, 0.001585
الحكم, 1, 0.001585
تغير, 1, 0.001585
وإني, 1, 0.001585
مع, 1, 0.001585
وقه, 1, 0.001585
أحمد, 1, 0.001585
أبوها:, 1, 0.001585
فيما, 1, 0.001585
عمر, 10, 0.015848
من, 27, 0.042789
عنه, 1, 0.001585
الله, 14, 0.022187
حديث, 1, 0.001585
عشرين, 3, 0.004754
وإنك, 2, 0.003170
الأخر, 1, 0.001585
بويع, 1, 0.001585
وستون, 1, 0.001585
ولا, 4, 0.006339
الذهبي:, 1, 0.001585
ثعلب, 1, 0.001585
بلى, 1, 0.001585
عند, 1, 0.001585
الحقي, 1, 0.001585
رميت, 1, 0.001585
بما, 2, 0.003170
للفاكه:, 1, 0.001585
وغيره, 1, 0.001585
ولكني, 1, 0.001585
إن, 5, 0.007924
فضربها, 1, 0.001585
فصعد, 1, 0.001585
وجدنا, 1, 0.001585
جحر, 1, 0.001585
الأرض, 1, 0.001585
رسلك, 1, 0.001585
وإنا, 1, 0.001585
نقله, 1, 0.001585
وأكرمهم, 1, 0.001585
وابن, 6, 0.009509
عون:, 1, 0.001585
الرجل, 2, 0.003170
وقال:, 2, 0.003170
ولم, 1, 0.001585
عاصم, 1, 0.001585
وما, 2, 0.003170
الدرداء, 1, 0.001585
ولى, 1, 0.001585
ولي, 1, 0.001585
أمرك, 2, 0.003170
رؤوس, 1, 0.001585
أبعد, 1, 0.001585
عهد, 2, 0.003170
بايعت, 1, 0.001585
بنت, 1, 0.001585
تسعى, 1, 0.001585
وجرير, 1, 0.001585
بنا, 1, 0.001585
خرج, 4, 0.006339
إليه, 2, 0.003170
يوم, 1, 0.001585
توفي, 1, 0.001585
الإسلام, 1, 0.001585
تثبت, 1, 0.001585
تحذرني, 1, 0.001585
المؤمنين, 1, 0.001585
عمدت, 1, 0.001585
الرحمن, 3, 0.004754
اجعله, 1, 0.001585
عام, 1, 0.001585
المقالة, 2, 0.003170
ومن, 1, 0.001585
يستخلف, 2, 0.003170
أريد, 1, 0.001585
وإلا, 1, 0.001585
نسمع, 1, 0.001585
بينهم, 1, 0.001585
غير, 3, 0.004754
الموصوفين, 1, 0.001585
مخالف, 1, 0.001585
بني, 2, 0.003170
شيبة, 1, 0.001585
البيعة, 4, 0.006339
بها, 2, 0.003170
الدنيا, 1, 0.001585
بالخلافة, 1, 0.001585
وخليفة, 1, 0.001585
والنعمان, 1, 0.001585
وفيه, 1, 0.001585
ولده, 1, 0.001585
بر, 1, 0.001585
حلماً, 1, 0.001585
وثلاث, 1, 0.001585
للمسلمين, 1, 0.001585
الخرائطي, 1, 0.001585
تنكرت, 1, 0.001585
بهن, 1, 0.001585
وإن, 2, 0.003170
وهب, 1, 0.001585
معاوية, 19, 0.030111
المصنف, 1, 0.001585
فلما, 4, 0.006339
يقول:, 1, 0.001585
عبد, 5, 0.007924
وودان, 1, 0.001585
كانت, 1, 0.001585
الصديق, 1, 0.001585
طويلا, 1, 0.001585
بك, 1, 0.001585
بل, 1, 0.001585
بفرسه, 1, 0.001585
يا, 7, 0.011094
فأحسن, 1, 0.001585
بن, 13, 0.020602
به, 2, 0.003170
أخرج, 1, 0.001585
شورى, 1, 0.001585
فإني, 1, 0.001585
بولاية, 1, 0.001585
أعناقهم, 1, 0.001585
هند, 3, 0.004754
فخلفت, 1, 0.001585
معاوية:, 2, 0.003170
جابر:, 1, 0.001585
فإنه, 2, 0.003170
وأخذ, 1, 0.001585
العشية, 1, 0.001585
لرأيتم, 1, 0.001585
وهو, 1, 0.001585
يغشى, 1, 0.001585
وهي, 1, 0.001585
الذي, 1, 0.001585
وبايعوا, 1, 0.001585
هذين, 1, 0.001585
المنبر, 1, 0.001585
لاجتماع, 1, 0.001585
وهم, 1, 0.001585
عتبة, 3, 0.004754
حنيناً, 1, 0.001585
المؤلفة, 1, 0.001585
الكلام, 1, 0.001585
صبرنا, 1, 0.001585
تأنس, 1, 0.001585
بسيماء, 1, 0.001585
خبأت, 1, 0.001585
هو؟, 1, 0.001585
تشرفن, 1, 0.001585
انتيهت, 1, 0.001585
تحب, 1, 0.001585
مكة, 1, 0.001585
وصدق, 1, 0.001585
رجلا, 2, 0.003170
قالت:, 1, 0.001585
فقدتموه, 1, 0.001585
وصبحوا, 1, 0.001585
بيت, 1, 0.001585
إلا, 1, 0.001585
ذكره, 1, 0.001585
صلى, 6, 0.009509
الثعالبي, 1, 0.001585
وأطاعوا, 1, 0.001585
أيها, 1, 0.001585
وغيرهما, 1, 0.001585
دعا, 1, 0.001585
وأخرج, 3, 0.004754
فخطب, 1, 0.001585
تأتون, 1, 0.001585
جذعة, 1, 0.001585
حديثاً, 1, 0.001585
بايعنا, 2, 0.003170
حسن, 1, 0.001585
ثم, 17, 0.026941
إلى, 11, 0.017433
وقال, 3, 0.004754
فتحت, 3, 0.004754
تكرهوا, 1, 0.001585
رأيهما, 1, 0.001585
خيراً, 1, 0.001585
إنا, 2, 0.003170
ابن, 18, 0.028526
عميرة, 1, 0.001585
بسير, 1, 0.001585
المقبري:, 1, 0.001585
فحاكمني, 1, 0.001585
ليلة, 1, 0.001585
ملك, 1, 0.001585
والحلم, 1, 0.001585
حج, 1, 0.001585
فإنكم, 1, 0.001585
أدخل, 1, 0.001585
اللهم, 3, 0.004754
لمكروه, 2, 0.003170
إحليل, 1, 0.001585
أبداً, 1, 0.001585
إنه, 1, 0.001585
إنك, 3, 0.004754
الشام, 5, 0.007924
اجتمعوا, 1, 0.001585
فضله, 1, 0.001585
منذ, 1, 0.001585
الممالك, 1, 0.001585
قالت, 1, 0.001585
أرسل, 2, 0.003170
وثب, 1, 0.001585
ممن, 2, 0.003170
إني, 2, 0.003170
فإنما, 1, 0.001585
كانوا, 1, 0.001585
المثل, 1, 0.001585
وخمسين, 1, 0.001585
وكان, 8, 0.012678
وأبو, 2, 0.003170
أحاديث, 2, 0.003170
فصفر, 1, 0.001585
هارباً, 1, 0.001585
مهدياً, 1, 0.001585
تحدثني, 1, 0.001585
ومعهم, 1, 0.001585
سفيان, 1, 0.001585
لرسول, 1, 0.001585
أكن, 1, 0.001585
قبلك, 1, 0.001585
البجلي, 1, 0.001585
بشير, 1, 0.001585
وكور, 1, 0.001585
مهر, 1, 0.001585
جهلا, 1, 0.001585
دسست, 1, 0.001585
منه, 1, 0.001585
بلاد, 2, 0.003170
شئت, 1, 0.001585
دمشق, 1, 0.001585
وأول, 1, 0.001585
فتنقطع, 1, 0.001585
مات, 1, 0.001585
قلوبهم, 1, 0.001585
أما, 2, 0.003170
أمر, 3, 0.004754
الإمارة, 1, 0.001585
أفرد, 1, 0.001585
وتدعون, 1, 0.001585
زلت, 1, 0.001585
رضينا, 1, 0.001585
سنة, 10, 0.015848
أنت, 1, 0.001585
أنا, 3, 0.004754
فإذا, 1, 0.001585
وأثنى, 2, 0.003170
بدا, 1, 0.001585
بيتهما, 1, 0.001585
الحنطة, 1, 0.001585
تعجبون, 1, 0.001585
لها, 2, 0.003170
كما, 1, 0.001585
كله, 1, 0.001585
السودان, 1, 0.001585
إحليله, 1, 0.001585
عنوة, 1, 0.001585
اختاروا, 1, 0.001585
كلامه, 1, 0.001585
القيقان, 1, 0.001585
فقال, 12, 0.019017
فقام, 2, 0.003170
تشق, 1, 0.001585
ينازعه, 1, 0.001585
الناس, 7, 0.011094
منكم, 1, 0.001585
أنه, 2, 0.003170
مائة, 1, 0.001585
مناخرهما, 1, 0.001585
دهاء, 1, 0.001585
أنك, 2, 0.003170
أرأيت, 1, 0.001585
تغدوا, 1, 0.001585
لهم, 3, 0.004754
حميد, 1, 0.001585
كنت, 2, 0.003170
ضربنا, 1, 0.001585
إحدى, 2, 0.003170
كاذباً, 1, 0.001585
سار, 1, 0.001585
أبناء, 1, 0.001585
أناة, 1, 0.001585
لتستقيمن, 1, 0.001585
أول, 2, 0.003170
بخير, 1, 0.001585
استخلف, 1, 0.001585
نرضى, 1, 0.001585
فولجه, 1, 0.001585
لنقومنك, 1, 0.001585
يقولون, 1, 0.001585
العرب, 2, 0.003170
كلما, 1, 0.001585
فتشهد, 2, 0.003170
أهل, 4, 0.006339
برة, 1, 0.001585
فأبصره, 1, 0.001585
حاكمته, 1, 0.001585
ومضى, 1, 0.001585
والطبراني, 1, 0.001585
هذا, 5, 0.007924
أمرهم, 1, 0.001585
يأخذ, 1, 0.001585
الأمة, 2, 0.003170
فنفخت, 1, 0.001585
سبة, 1, 0.001585
العذاب, 1, 0.001585
النبي, 3, 0.004754
الرؤوس, 1, 0.001585
استخلفه, 1, 0.001585
رأى, 2, 0.003170
الأمر, 2, 0.003170
المسيب, 1, 0.001585
سوف, 1, 0.001585
أبا, 1, 0.001585
ليس, 2, 0.003170
عظيم, 1, 0.001585
لوددت, 1, 0.001585
مروان, 3, 0.004754
الأشهاد, 1, 0.001585
فنحر, 1, 0.001585
فلا, 1, 0.001585
ورد, 1, 0.001585
تجتمع, 1, 0.001585
أبيه, 1, 0.001585
أبنائهم, 1, 0.001585
أبين, 1, 0.001585
هذه, 2, 0.003170
آمنه, 1, 0.001585
البيت, 2, 0.003170
لابنه, 3, 0.004754
وجهها, 1, 0.001585
وجمع, 1, 0.001585
المغيرة, 1, 0.001585
وتكلم, 1, 0.001585
بماذا؟, 1, 0.001585
يرحمك, 1, 0.001585
الزبير, 6, 0.009509
بالمدينة, 1, 0.001585
أبي, 10, 0.015848
سجستان, 1, 0.001585
كهان, 2, 0.003170
عصا, 2, 0.003170
أبو, 1, 0.001585
وغيرهم, 1, 0.001585
فساد, 1, 0.001585
كان, 7, 0.011094
فلم, 1, 0.001585
فما, 1, 0.001585
وتسمى, 1, 0.001585
الهواتف, 1, 0.001585
خبيئاً, 1, 0.001585
قضية, 1, 0.001585
وحملتهما, 1, 0.001585
معها, 1, 0.001585
ويصيب, 1, 0.001585
قال, 11, 0.017433
وأوكأ, 1, 0.001585
يضرب, 1, 0.001585
المرأة, 1, 0.001585
أبيض, 1, 0.001585
قلما, 1, 0.001585
يروا, 1, 0.001585
عوار, 1, 0.001585
أكثروا, 1, 0.001585
للضيافة, 1, 0.001585
وغيرها, 1, 0.001585
يزيد, 6, 0.009509
يقول, 1, 0.001585
الترمذي, 1, 0.001585
الملك, 1, 0.001585
قبل, 2, 0.003170
مخزوم, 1, 0.001585
أنكم, 1, 0.001585
سارية:, 1, 0.001585
إذا, 2, 0.003170
راح, 1, 0.001585
بخلاف, 1, 0.001585
لأيكما, 1, 0.001585
جماعة, 2, 0.003170
وأربعين, 3, 0.004754
صادقاً, 1, 0.001585
عباس, 1, 0.001585
أحذرك, 1, 0.001585
فسمى, 1, 0.001585
كتب, 1, 0.001585
فإن, 2, 0.003170
تندر, 1, 0.001585
فيقول, 3, 0.004754
الحسن, 2, 0.003170
بذاك, 1, 0.001585
الصحابي, 1, 0.001585
روى, 1, 0.001585
أطمع, 1, 0.001585
روي, 1, 0.001585
إذن, 2, 0.003170
إليها, 1, 0.001585
لتردن, 1, 0.001585
تكون, 1, 0.001585
سوداء, 1, 0.001585
ثلاث, 1, 0.001585
نزل, 1, 0.001585
الصحابة, 1, 0.001585
ذات, 3, 0.004754
فلنبايعه, 1, 0.001585
العهد, 1, 0.001585
كمرة, 1, 0.001585
عندك, 2, 0.003170
اليوم, 1, 0.001585
أحد, 5, 0.007924
أبطأ, 1, 0.001585
أدلى, 1, 0.001585
وهند, 1, 0.001585
الجماعة, 1, 0.001585
صحته, 1, 0.001585
بنفسك, 1, 0.001585
فيك, 1, 0.001585
بالخشب, 1, 0.001585
عثمان, 1, 0.001585
فيه, 2, 0.003170
فتيان, 1, 0.001585
هادياً, 1, 0.001585
بعد, 4, 0.006339
خمس, 1, 0.001585
عن, 9, 0.014263
بعث, 1, 0.001585
أخذ, 1, 0.001585
وهلم, 1, 0.001585
سبحان, 1, 0.001585
الكتاب, 2, 0.003170
والحساب, 1, 0.001585
التابعين, 1, 0.001585
ذاك, 2, 0.003170
لأفعل, 1, 0.001585
الجاهلية, 1, 0.001585
خلفاء, 1, 0.001585
عليه, 9, 0.014263
وأقبل, 1, 0.001585
بالدهاء, 1, 0.001585
ربيعة, 1, 0.001585
عليك, 2, 0.003170
البلاد, 1, 0.001585
بعض, 3, 0.004754
الجيوش, 1, 0.001585
حكم, 1, 0.001585
أكفنيه, 1, 0.001585
أنبهتني, 1, 0.001585
فتح, 1, 0.001585
تصنيفاً, 1, 0.001585
وارتحل, 1, 0.001585
بحلمه, 1, 0.001585
وكلناك, 1, 0.001585
فاعتزلها, 1, 0.001585
قريش, 2, 0.003170
شارفوا, 1, 0.001585
فيقول:, 2, 0.003170
غيره, 1, 0.001585
قبيصة, 1, 0.001585
سمعوا, 1, 0.001585
وعن, 2, 0.003170
ربيع, 1, 0.001585
إسلامه, 1, 0.001585
صحبت, 1, 0.001585
آخر, 1, 0.001585
وخرج, 2, 0.003170
حلم, 1, 0.001585
العام, 1, 0.001585
فحمد, 2, 0.003170
أبتاه, 1, 0.001585
خمسين, 1, 0.001585
فأنظر, 1, 0.001585
عليكم, 1, 0.001585
وفيها, 2, 0.003170
رواغ, 1, 0.001585
بأهلك, 1, 0.001585
يسمني, 1, 0.001585
أرى, 1, 0.001585
الأحبار:, 1, 0.001585
أولادهما, 1, 0.001585
رجل, 3, 0.004754
الفاكة, 1, 0.001585
يسبقوني, 1, 0.001585
جميلاً, 1, 0.001585
وكسرى, 1, 0.001585
زياد, 1, 0.001585
أحداً, 1, 0.001585
مناف, 1, 0.001585
قال:, 9, 0.014263
تقدم, 1, 0.001585
برجله, 1, 0.001585
لكما, 1, 0.001585
مللت, 1, 0.001585
فأقره, 1, 0.001585
فبعث, 1, 0.001585
فبايعوه, 1, 0.001585
الفاكه, 4, 0.006339
ابنك, 5, 0.007924
لنعيدنها, 1, 0.001585
عمير, 1, 0.001585
ينظر, 2, 0.003170
جمادى, 1, 0.001585
المنكدر:, 1, 0.001585
بشراً, 1, 0.001585
حاجاته, 1, 0.001585
أعرف, 1, 0.001585
بالشر, 1, 0.001585
فنزل, 1, 0.001585
أمير, 2, 0.003170
كاذب, 1, 0.001585
وعمر, 2, 0.003170
منهم, 1, 0.001585
نفعل, 1, 0.001585
جئناك, 1, 0.001585
وتغير, 1, 0.001585
ملكت, 1, 0.001585
قوهستان, 1, 0.001585
أبوها, 1, 0.001585
عليها, 2, 0.003170
فخلا, 2, 0.003170
إنما, 1, 0.001585
ونسوة, 1, 0.001585
أشق, 1, 0.001585
أسمع, 1, 0.001585
فلحق, 1, 0.001585
سمعت, 1, 0.001585
اليمن, 2, 0.003170
والله, 6, 0.009509
أميراً, 1, 0.001585
حبة, 2, 0.003170
حال, 1, 0.001585
[الإسلام ذكره], 1, 1.000000
[إلى بعض], 2, 0.181818
[ولى هارباً], 1, 1.000000
[من المؤلفة], 1, 0.037037
[فلم يروا], 1, 1.000000
[ثم قال:], 2, 0.117647
[له على], 1, 0.125000
[وستون حديثاً], 1, 1.000000
[عصا المسلمين], 2, 1.000000
[المقالة وإن], 1, 0.500000
[النبي صلى], 3, 1.000000
[خمس وأربعين], 1, 1.000000
[أن يسمني], 1, 0.100000
[بن أبيه], 1, 0.076923
[رجل ممن], 1, 0.333333
[من جحر], 1, 0.037037
[فيقول إذن], 1, 0.333333
[بن المغيرة], 1, 0.076923
[فإنه كان], 1, 0.500000
[الرجلين فنفخت], 1, 1.000000
[بالدهاء والحلم], 1, 1.000000
[أحداً ولا], 1, 1.000000
[بنية إن], 1, 0.500000
[بر في], 1, 1.000000
[في إحليل], 1, 0.034483
[عوار زعموا], 1, 1.000000
[ما بايعنا], 1, 0.111111
[وأربعين فسمى], 1, 0.333333
[عام الجماعة], 1, 1.000000
[قال: إنا], 1, 0.111111
[فلما تغدوا], 1, 0.250000
[بكر الصديق], 1, 0.125000
[المقالة من], 1, 0.500000
[أفرد ابن], 1, 1.000000
[وتكلم فيها], 1, 1.000000
[وأبو الدرداء], 1, 0.500000
[بعض كهان], 2, 0.666667
[أيها الرجال], 1, 1.000000
[إليه من], 1, 0.500000
[ثم راح], 1, 0.058824
[ثم قال], 1, 0.058824
[أحاديث قلما], 1, 0.500000
[له بما], 1, 0.125000
[من الصحابة], 1, 0.037037
[الرؤوس تندر], 1, 1.000000
[صحته ثم], 1, 1.000000
[وحسنه عن], 1, 1.000000
[كنت تحدثني], 1, 0.500000
[هذا الأمر], 1, 0.200000
[سوف أختبره], 1, 1.000000
[كواهلها وقال], 1, 1.000000
[لنقومنك فيقول:], 1, 1.000000
[ونسوة معها], 1, 1.000000
[لنعيدنها عليك], 1, 1.000000
[من غير], 1, 0.037037
[الخلافة فاستقر], 1, 0.333333
[فيقول: هذا], 1, 0.500000
[في حلم], 1, 0.034483
[بل سنة], 1, 1.000000
[هارباً فأبصره], 1, 1.000000
[مللت الإمارة], 1, 1.000000
[إذا ملكت], 1, 0.500000
[وكان معاوية], 1, 0.125000
[وعن علي], 1, 0.500000
[يملك أحد], 1, 1.000000
[الجماعة لاجتماع], 1, 1.000000
[قالت: لا], 1, 1.000000
[أسمع هذه], 1, 1.000000
[أبي بكر], 5, 0.500000
[شئت ثم], 1, 1.000000
[وسلم: "], 1, 1.000000
[إنا وجدنا], 1, 0.500000
[الزبير لن], 1, 0.166667
[ثم نزل], 1, 0.058824
[بما شئت], 1, 0.500000
[تأتون بشراً], 1, 1.000000
[على رسلك], 1, 0.100000
[لبعض حاجاته], 1, 1.000000
[كانوا يحلفون], 1, 1.000000
[من بلاد], 2, 0.074074
[ما بك], 1, 0.111111
[معاوية: ما], 1, 0.500000
[على علي], 1, 0.100000
[يستخلف عليكم], 1, 0.500000
[قد رميت], 1, 0.142857
[إذن فخلا], 1, 0.500000
[وفي سنة], 3, 1.000000
[العشية أنك], 1, 1.000000
[أرسل إلى], 2, 1.000000
[يزيد استخلفه], 1, 0.166667
[على رؤوس], 1, 0.100000
[الزبير وأبو], 1, 0.166667
[بدا لك], 1, 1.000000
[الصحابة ابن], 1, 1.000000
[وثلاث وستون], 1, 1.000000
[أنت ثعلب], 1, 1.000000
[ضربنا أعناقهم], 1, 1.000000
[سنة خمس], 1, 0.100000
[كان لهم], 1, 0.142857
[له عتبة:], 1, 0.125000
[في ابنك], 1, 0.034483
[أبو بكر], 1, 1.000000
[أريد أبين], 1, 1.000000
[ما أسرع], 1, 0.111111
[فقال عتبة:], 1, 0.083333
[زعموا أن], 1, 1.000000
[الشام والله], 1, 0.200000
[برجله وقال:], 1, 1.000000
[من بعده], 1, 0.037037
[إحدى وخمسين], 1, 0.500000
[بالخشب فيقول], 1, 1.000000
[قد أرى], 1, 0.142857
[فيقول بالخشب], 1, 0.333333
[قال: أما], 1, 0.111111
[والله يا], 1, 0.166667
[وحميد ابن], 1, 1.000000
[عتبة في], 1, 0.333333
[بايعنا ابنك], 1, 0.500000
[يزيد سنة], 1, 0.166667
[حلماً ولا], 1, 1.000000
[قبيصة بن], 1, 1.000000
[رجل من], 1, 0.333333
[ذات بينهم], 1, 0.333333
[ذات يوم], 1, 0.333333
[عندك قالت], 1, 0.500000
[ويصيب فلا], 1, 1.000000
[معاوية أو], 1, 0.052632
[ربيعة عند], 1, 1.000000
[لها أبوها:], 1, 0.500000
[في المسلمين], 1, 0.034483
[لمعاوية "], 1, 0.500000
[لو فقدتموه], 1, 1.000000
[من أبناءهم], 1, 0.037037
[اليوم ثم], 1, 1.000000
[كانت هند], 1, 1.000000
[لا تحب], 1, 0.100000
[فيقول الناس], 1, 0.333333
[أحذرك أن], 1, 1.000000
[زلت أطمع], 1, 1.000000
[" يا], 1, 0.166667
[لأيكما نسمع], 1, 1.000000
[تغدوا قال], 1, 1.000000
[عتبة للفاكه:], 1, 0.333333
[فنزل له], 1, 1.000000
[ولي معاوية], 1, 1.000000
[أبين من], 1, 1.000000
[كان قبلك], 1, 0.142857
[وهلم ابنك], 1, 1.000000
[حنيناً وكان], 1, 1.000000
[بن أبي], 4, 0.307692
[والله لا], 2, 0.333333
[مهر فقال], 1, 1.000000
[هذا الذي], 1, 0.200000
[لن يبايعوا], 1, 0.500000
[أهل الشام], 3, 0.750000
[مروان فقال:], 1, 0.333333
[بيت للضيافة], 1, 1.000000
[الكلام فقطع], 1, 1.000000
[له بيت], 1, 0.125000
[الشام إلى], 1, 0.200000
[روي له], 1, 1.000000
[علي قال:], 1, 0.333333
[الذهبي: توفي], 1, 1.000000
[نزل فقال], 1, 1.000000
[والله ما], 1, 0.166667
[لرسول الله], 1, 1.000000
[فحاكمني إلى], 1, 1.000000
[فيها الناس], 1, 0.250000
[إن كنت], 1, 0.200000
[قال: لا], 1, 0.111111
[معاوية فلحق], 1, 0.052632
[فقال يرحمك], 1, 0.083333
[قالت ما], 1, 1.000000
[منهم فقال], 1, 1.000000
[ليس عليك], 1, 0.500000
[الناس بلى], 1, 0.142857
[عنا المقالة], 1, 1.000000
[وإن كان], 1, 0.500000
[في الكبير], 1, 0.034483
[في العرب], 1, 0.034483
[أحمد في], 1, 1.000000
[رواغ كلما], 1, 1.000000
[ابن عمر], 7, 0.388889
[ابنك ولكنهم], 1, 0.200000
[تغير الحال], 1, 1.000000
[وجمع له], 1, 1.000000
[ذاك إلا], 1, 0.500000
[وإني أحذرك], 1, 1.000000
[وفيها دعا], 1, 0.500000
[لن يملك], 1, 0.500000
[ابنتي بأمر], 1, 1.000000
[وكسرى وتدعون], 1, 1.000000
[بالمدينة أن], 1, 1.000000
[وقال: أما], 1, 0.500000
[سنة وخليفة], 1, 0.100000
[أمرهم بعض], 1, 1.000000
[إنا قد], 1, 0.500000
[ليس ابنك], 1, 0.500000
[جذعة ثم], 1, 1.000000
[فقام الفاكه], 1, 0.500000
[المسلمين ولم], 1, 0.250000
[فلما مات], 1, 0.250000
[بكر بن], 1, 0.125000
[على خليفة], 1, 0.100000
[من أهل], 1, 0.037037
[لأفعل وإنما], 1, 1.000000
[فنحر لهم], 1, 1.000000
[المسلمين أو], 2, 0.500000
[وعمر لم], 1, 0.500000
[بنت عتبة], 1, 1.000000
[فما رأيت], 1, 1.000000
[لي رسول], 1, 1.000000
[عهد الخلافة], 1, 0.500000
[وهب قال], 1, 1.000000
[وتغير وجهها], 1, 1.000000
[لتستقيمن بنا], 1, 1.000000
[العذاب "], 1, 1.000000
[أحد الأمر], 1, 0.200000
[تشق عصا], 1, 1.000000
[كان خيراً], 1, 0.142857
[الإمارة فاعتزلها], 1, 1.000000
[عن حميد], 1, 0.111111
[إحليل مهر], 1, 1.000000
[إحدى وأربعين], 1, 0.500000
[تحدثني أنك], 1, 1.000000
[ثلاث وأربعين], 1, 1.000000
[يزيد بن], 1, 0.166667
[منكم بعد], 1, 1.000000
[بن ربيعة], 1, 0.076923
[منذ قال], 1, 1.000000
[أن تشق], 1, 0.100000
[معاوية بقي], 1, 0.052632
[أبي شيبة], 1, 0.100000
[الرجل يقول], 1, 0.500000
[لها: الحقي], 1, 0.500000
[حيث علموا], 1, 1.000000
[فتيان قريش], 1, 1.000000
[عبد مناف], 1, 0.200000
[عميرة الصحابي], 1, 1.000000
[معاوية على], 1, 0.052632
[في أمرك], 1, 0.034483
[لابنه فبعث], 1, 0.333333
[ثعلب رواغ], 1, 1.000000
[استخلف معاوية], 1, 1.000000
[زياد بن], 1, 1.000000
[قضية غير], 1, 1.000000
[عن الخلافة], 1, 0.111111
[أنه قال], 1, 0.500000
[أنكم تأتون], 1, 1.000000
[يبايعوا له], 1, 0.500000
[لمعاوية والله], 1, 0.500000
[سنة لا], 1, 0.100000
[الصديق فقال:], 1, 1.000000
[يزيد وقد], 1, 0.166667
[ذكره الثعالبي], 1, 1.000000
[على أمر], 1, 0.100000
[وارتحل معاوية], 1, 1.000000
[أميراً عشرين], 1, 1.000000
[في جماعة], 2, 0.068966
[أولادهما ولا], 1, 1.000000
[كعب فيما], 1, 0.333333
[الله وأثنى], 2, 0.142857
[لا أسمع], 1, 0.100000
[بأمر عظيم], 1, 1.000000
[كما تقدم], 1, 1.000000
[عاصم تصنيفاً], 1, 1.000000
[لتردن هذا], 1, 1.000000
[صلى الله], 6, 1.000000
[يكن الرجل], 1, 0.500000
[فقال أهل], 1, 0.083333
[انتيهت حتى], 1, 1.000000
[ومن التابعين], 1, 1.000000
[الصحابي عن], 1, 1.000000
[أبناءهم فلم], 1, 1.000000
[المقبري: تعجبون], 1, 1.000000
[وغيرها من], 1, 1.000000
[الدرداء وجرير], 1, 1.000000
[حميد بن], 1, 1.000000
[بها أبوها], 1, 0.500000
[خليفة عشرين], 1, 0.500000
[ابن المنكدر:], 1, 0.055556
[وقال: من], 1, 0.500000
[فإنما أنا], 1, 1.000000
[وكان يضرب], 1, 0.125000
[علي كما], 1, 0.333333
[وأثنى عليه], 2, 1.000000
[هذا كسرى], 1, 0.200000
[خرج علي], 1, 0.250000
[الفاكه لبعض], 1, 0.250000
[أبيض جميلاً], 1, 1.000000
[عليكم ولده], 1, 1.000000
[في فساد], 1, 0.034483
[فإني أخاف], 1, 1.000000
[إنك كنت], 1, 0.333333
[مناف ومعهم], 1, 1.000000
[كاذب عليها], 1, 1.000000
